######################################
# Bloody Rally Show translations file 
# Locale: English
# Author: Tomas Varaneckas
# Contact: tomas@kodolinija.com
######################################

######################################
# What should not be modified:
# 1. Anything inside < > brackets - these are special text formatting tags
# 2. Anything inside { } brackets - these are variables that will be replaced
#
# Do not remove {0} and similar variables - it can cause in-game errors!
#
# There is one exception to the rule above. When {0} is a curse adjective or adverb (friggin, etc)
# And it is stated so in the example, if your language cannot combine them well, you can try ommitting {0}
# In this case, but if there is more than one variable ({0}, {1}), you cannot remove {0} and leave {1}!
# You can remove the last variable ({1}) in this case, to keep the variable sequence running from {0}
# (only if {1} is a curse adjective / adverb)
#
# <br> is a line break
#
# It is highly recommended to keep every single key in same exact line as English - copy all the comments and blank lines
######################################

# Characters

# If you change any character names, you have to consistently keep using them
# Across all the translations where they are mentioned. Also in Tips.txt
# For this reason I suggest to keep names of Brace Stone and Nicholas Merryland 
# unchanged. Anonymous racer only appears in introduction cutscene.

char.brace.name,Brace Stone
# Mid sentences for 1 target
# {0} is some randomized person name
cut.ass.mid1.1,His name is {0}.
# {0} is some randomized person name (repeated twice in this sentence), {1} - curse adjective
# Example: John Smith. Friggin John Smith.
cut.ass.mid1.2,{0}.{1} {0}.
cut.ass.mid1.3,He is {0}.
# {1} will be insult singular, i.e. clown
cut.ass.mid1.4,We found that {1}, he is {0}.
# {1} will be insult singular, i.e. clown
cut.ass.mid1.5,{0}. I hate that {1} so much.

# Mid sentences for 2+ targets
# {0} will be plural insult (clowns), {1} will be a curse adjective (friggin)
cut.ass.mid2.1,I know who those {1} {0} are.
# {0} will be plural insult (clowns), {1} will be a curse adjective (friggin)
cut.ass.mid2.2,Those {1} {0}.
cut.ass.mid2.3,{0}!
# {0} will be plural insult (clowns)
cut.ass.mid2.4,Deal with those {0} for me!
# {1} will be insult plural, i.e. clowns
cut.ass.mid2.5,{0}. I hate those {1} so much.

# These cannot be deleted, if you can't come up with something unique, just repeat some 
# Singular forms
cut.ass.target1.1,Hipster
cut.ass.target1.2,Dumbass
cut.ass.target1.3,Clown
cut.ass.target1.4,Streamer
cut.ass.target1.5,Content Creator
cut.ass.target1.6,YouTuber
cut.ass.target1.7,Influencer
cut.ass.target1.8,Broker
cut.ass.target1.9,Liar
cut.ass.target1.10,Enemy of SOFACT
cut.ass.target1.11,Journalist
cut.ass.target1.12,Rebel
cut.ass.target1.13,Misogynist

# These cannot be deleted, if you can't come up with something unique, just repeat some 
# Plural forms
cut.ass.target2.1,Hipsters
cut.ass.target2.2,Dumbasses
cut.ass.target2.3,Clowns
cut.ass.target2.4,Streamers
cut.ass.target2.5,Content Creators
cut.ass.target2.6,YouTubers
cut.ass.target2.7,Influencers
cut.ass.target2.8,Brokers
cut.ass.target2.9,Liars
cut.ass.target2.10,Enemies of SOFACT
cut.ass.target2.11,Journalists
cut.ass.target2.12,Rebels
cut.ass.target2.13,Misogynists

# Full sentence will look like: Somebody [messed with] somebody
cut.ass.did.1,messed with
cut.ass.did.2,played with
cut.ass.did.3,screwed with
cut.ass.did.4,took selfies with
# If in your language "messed with me" and "stole from me" have different ways of saying, 
# just create something that will look like ones above instead!
cut.ass.did.5,stole something from

# Full sentence will look like: Somebody did something with [me]
# part from above will be used, try to make them compatible
cut.ass.harmed.1,me
cut.ass.harmed.2,a guy you don't need to know about
cut.ass.harmed.3,someone important
cut.ass.harmed.4,President of SOFACT
cut.ass.harmed.5,The Board of Directors
cut.ass.harmed.6,SOFACT
cut.ass.harmed.7,yours truly
cut.ass.harmed.8,friend of mine
cut.ass.harmed.9,a dear friend
cut.ass.harmed.10,a relative
cut.ass.harmed.11,the wrong guy
cut.ass.harmed.12,the wrong fellas
cut.ass.harmed.13,our affiliate social media influencer

# Additional circumstance for singular target. Will be attached to the end of sentence.
cut.ass.andwhat1.1,and thought he could get away with it.
cut.ass.andwhat1.2,and you wouldn't believe what he did in the shower afterwards!
cut.ass.andwhat1.3,and leaked some, ehm... Sensitive information.
cut.ass.andwhat1.4,and never even apologized!
cut.ass.andwhat1.5,and thought nobody would notice.
cut.ass.andwhat1.6,like there's no tomorrow.
# {0} - insult singular (clown)
cut.ass.andwhat1.7,and then said "How do you like that, {0}?"...

# Additional circumstance for plural target. Will be attached to the end of sentence.
cut.ass.andwhat2.1,and thought they could get away with it.
cut.ass.andwhat2.2,and you wouldn't believe what they did in the shower afterwards!
# the rest of andwhat2 is used directly from andwhat1

cut.ass.tip,You can use Photo Mode to find targets and plan your hits

### Hit Objects Cutscene

cut.hitobj.intro.racer.1,I know you can't drive well, so I'm going to make a little bet.
cut.hitobj.intro.racer.2,VP of Diversity asked for a favor, and I'm going to split the reward cash if you help me, ok?
cut.hitobj.intro.racer.3,I've been impressed with your driving, and want to offer you a challenge.
cut.hitobj.intro.racer.4,It's boring to just race, so let's have a bet.
cut.hitobj.intro.racer.5,Are you up for some extra challenge?
cut.hitobj.intro.racer.6,Help me out, I can't do this alone.

cut.hitobj.intro.gov.pos.1,Our viewers love it when stuff is knocked over, so this is what you have to do.
cut.hitobj.intro.gov.pos.2,I made a bet with someone who said you couldn't do it. Prove him wrong.
cut.hitobj.intro.gov.pos.3,I'm in a bad mood, and nothing would make me feel better than seeing some stuff flying around.
cut.hitobj.intro.gov.pos.4,Our street cleaning service is billing us for nothing, so I have a plan how to make them work harder.
cut.hitobj.intro.gov.pos.5,I've got a fun challenge for you, my friend.

# {0} insult plural (clowns)
cut.hitobj.intro.gov.neg.1,Listen, I'm fed up with you {0} driving carelessly all the damn time.
cut.hitobj.intro.gov.neg.2,There has been a shortage of resources lately, so I want to ask you nicely.
# {0} insult plural (clowns)
cut.hitobj.intro.gov.neg.3,I'm in a mood for order today. Everything should remain in place. You {0} better drive carefully!

# {0} will be a noun (i.e: cone)
cut.hitobj.req.negative.1,Do not hit a single {0}
# {0} is a number and {1} is a plural noun (cones)
cut.hitobj.req.negative.2,Do not hit more than {0} {1}
# {0} is a number and {1} is a plural noun (cones)
cut.hitobj.req.positive,Hit {0} {1}
# I.e. Porta Potties Hit, or John Smith hit
cur.hitobj.req.progress,{0} Hit

# Will be used in "Hit 1 cone", or "Do not hit a single cone"
cut.hitobj.o.traffic_cone,Traffic Cone
cut.hitobj.o.porta_potty,Porta Potty
cut.hitobj.o.bush,Bush
cut.hitobj.o.pedestrian,Pedestrian
cut.hitobj.o.snowman,Snowman

# Will be used in "Hit 2 cones", or "Do not hit more than 2 cones"
cut.hitobj.o.traffic_cones,Traffic Cones
cut.hitobj.o.porta_potties,Porta Potties
cut.hitobj.o.bushes,Bushes
cut.hitobj.o.pedestrians,Pedestrians
cut.hitobj.o.snowmen,Snowmen

cut.hitobj.tip.neg,Avoid driving into marked objects at any cost
cut.hitobj.tip.pos,Look for marked objects

# Reward short names
# 12 PTS (short for points, use same as in terms)
cut.rew.short.pts,{0} Pts
cut.rew.short.next_car,Next Car
cut.rew.short.aero,Aero +1
cut.rew.short.engine,Engine +1
cut.rew.short.gears,Gears +1
cut.rew.short.turbo,Turbo +1
cut.rew.short.grip,Grip +1

# Punishment short names
# -12 PTS (short for points, use same as in terms)
cut.pun.short.pts,-{0} Pts
cut.pun.short.lose_car,Lose Car
cut.pun.short.aero,Aero -1
cut.pun.short.engine,Engine -1
cut.pun.short.gears,Gears -1
cut.pun.short.turbo,Turbo -1
cut.pun.short.grip,Grip -1

# Will be used in mid sentence, like: "Hit 4 cones while drifting"
cut.while_drifting,while drifting

cut.short.full_throttle,Challenge: Full Throttle
cut.short.tiny_car,Challenge: Tiny Car
cut.short.huge_car,Challenge: Huge Car
cut.short.inv_steer,Challenge: Inverted Steering
cut.short.shield,Challenge: Force Field
cut.short.weaponize,Challenge: Weaponized Race

# Will be used in sentence like "Assassinate John Smith"
cut.assassinate.1,Assassinate {0} 
# Will be used in sentence like "Assassinate 3 Hipsters"
cut.assassinate.2,Assassinate {0} {1}
# Will be used in end of sentence like "Hipsters assassinated", or "John Smith assassinated"
cut.assassinated,{0} assassinated

### Car Prank mission cutscene

cut.prank.gov.laugh.1,*Laughing out loud*
# {0} - curse word (crap)
cut.prank.gov.laugh.2,Ha ha! {0}
# {0} - curse word (crap)
cut.prank.gov.laugh.3,{0}, they are killing me!
cut.prank.gov.laugh.4,*Chuckles*
cut.prank.gov.laugh.5,*Tries to hold laughter*
cut.prank.gov.laugh.6,*Giggles*

cut.prank.player.react.1,I have to admit, this laughter is contagious.

cut.prank.player.react.2,What's so damn funny?
# {0} will be a government agent name
cut.prank.player.react.3,I have a feeling this is not going to be that funny for me, am I right, {0}?
# {0} will be a government agent name
cut.prank.player.react.4,Ok, now tell me the joke please, {0}.
cut.prank.player.react.5,Last time I've heard this laughter it wasn't funny for me at all
cut.prank.player.react.6,Why do I have a bad feeling about this?


cut.prank.player.react2.1,You got to be freaking kidding me.
cut.prank.player.react2.2,WHAT?!
# {0} - plural insult (clowns)
cut.prank.player.react2.3,Who were they? I want names! {0} will pay!
# {0} - curse word (crap)
cut.prank.player.react2.4,Oh {0}...
# {0} - curse word (crap)
cut.prank.player.react2.5,{0}...
cut.prank.player.react2.6,{0}!
# {0} and {1} - curse word (crap)
cut.prank.player.react2.7,{0}...
cut.prank.player.react2.8,{0}, {1}.
cut.prank.player.react2.9,Bring it on!
# {0} - car model
cut.prank.player.react2.10,And I just repainted my {0}...
# When player has no car, he will say "And I just repainted my sneakers"
cut.prank.player.react2.10_2,sneakers

# {0} - curse word (crap)
cut.prank.tiny_car.1,You'll never believe what happened! Your car! {0}! They pulled a prank and shrunk it down. You're going to need to control it with a joystick, because your ass won't fit in there. Hilarious!
# {0} - random laughter from above
cut.prank.tiny_car.2,Someone in the lab tested the shrink ray on your car. Don't worry, here's a remote, you can still drive it, but it's going to be tough. {0}.
cut.prank.tiny_car.3,Have you seen an old movie called Ants? Well, you'll have to live it!
cut.prank.tiny_car.4,I know it will not make any sense, but there was an accident in the garage. Shrink ray fired in the wrong direction and your car got hit. Here's a remote, use it to control your tiny car.

cut.prank.tiny_car.descr,Complete the race with tiny car
cut.prank.tiny_car.tip,You can fit through smaller gaps you normally would

# {0} - curse word (crap)
cut.prank.huge_car.1,You'll never believe what happened! Your car! {0}! They enlarged it. OK {0}, now it's your turn! Ah, we know, it's going to be tricky to drive on those tiny lanes. Hilarious!
# {0} - random laughter from above
cut.prank.huge_car.2,Someone in the lab tested the matter density adjustment ray on your car. Don't worry, you can still control it remotely. {0}
cut.prank.huge_car.3,Have you seen those old Godzilla movies? Of course you should have, you're from those ancient times. Anyway, your car got enlarged. Take care now.
cut.prank.huge_car.4,I know it will not make any sense, but there was an accident in the garage. Particle density adjustment ray fired in the wrong direction and your car got hit. You're lucky it was not your face instead. Here's a remote, use it to control your massively oversized car.

cut.prank.huge_car.descr,Complete the race with enlarged car
cut.prank.huge_car.tip,Bigger size means more damage to other cars!

# {0} - crap, {1} - some item (bacon burger)
cut.prank.full_throttle.1,You'll never believe what happened! Your car! {0}! They have put {1} inside your throttle valve. I'll be laughing my ass off watching you drive that thing!
# {0} - crap, {1} - some item (bacon burger)
cut.prank.full_throttle.2,{0}! Those idiots messed with your car again! This time they have put {1} inside your throttle valve. You've heard that story about the hare and the turtle, haven't you? Ha ha.
# {0} - clowns, {1} - bacon burger
cut.prank.full_throttle.3,You'll never believe what happened! Those {0} have put {1} inside your throttle valve. I have no idea how you'll manage to pull this off. Good luck!
# {0} - clowns, {1} - bacon burger
cut.prank.full_throttle.4,This is unbelievable! {0}! They have put {1} inside your throttle valve. I'll be laughing my ass off watching you drive that thing!
cut.prank.full_throttle.5,Don't get mad, but we had a trainee mechanic working on your car, and he might have switched some wrong wires. Test your brakes. *Tries to hold laughter*

cut.prank.full_throttle.descr,Complete the race with your throttle stuck at 100%
cut.prank.full_throttle.tip,Focus on steering and avoid any obstacles

# {0} - crap
cut.prank.inv_steer.1,You'll never believe what happened! Your car! {0}! They have inverted the steering. Hahah, I'll be personally watching you drive that thing!
cut.prank.inv_steer.2,We had a trainee mechanic working on your car, and he might have switched some wrong wires. Controls could feel a little odd. *Tries to hold laughter*

cut.prank.inv_steer.descr,Complete the race with your steering inverted
cut.prank.inv_steer.tip,If you could just use the controller upside down...

### Finish Xth 

cut.fin_x.req.top,You must finish in top {0}.
cut.fin_x.req.bottom,You must finish {0} or below.

# {0} - player name or title
cut.fin_x.racer.intro.1,Yo {0}! A powerful friend of mine has made some shady bets, and long story short, they are threatening us all to rig the race.
# {0} - player name or title
cut.fin_x.racer.intro.2,{0}, wait. VP of Diversity is threatening us all to finish in predetermined spots. Nothing personal, just wanted you to know.

cut.fin_x.gov.intro.1,I made some personal bets on the next race, and I want you to help me out a little.
cut.fin_x.gov.intro.2,Would you like to stay alive a little longer? Then don't mess this up.
cut.fin_x.gov.intro.3,I don't have much time. Next race has to be rigged, don't ask why, just do what you have to.

cut.fin_x.tip,Keep an eye on your position marker in top right corner

cut.fin_x.descr1,Finish in top {0}
cut.fin_x.descr2,Finish {0} or below

### Take Damage 

# {0} - a number
cut.dmg.req,Take at least {0} damage to your car.

cut.dmg.racer.intro.1,I know it was you who punctured my tires last night! I am going to let it slide if you accept my challenge. I might even throw in something nice if you won't fail.

# {0} - friggin
cut.dmg.gov.intro.1,Just the person I wanted to see! We've got to make a new poster for Bloody Rally Show, and your car seems to be perfect for this! But there is just one catch, it has to look like "right from the {0} action", if you know what I mean.
cut.dmg.gov.intro.2,I see you have a brand new shiny paint job. Nice, nice. Now, your next challenge... *Chuckles*
# {0} - player name or title
cut.dmg.gov.intro.3,I never liked you, {0}. That's why I have thought of this nasty challenge.

cut.dmg.stay_alive.1,And try to stay alive
# {0} - clown
cut.dmg.stay_alive.2,And try not to die, {0}

cut.dmg.tip,Driving into obstacles or explosives is the fastest way to take damage

cut.dmg.descr,Take {0} damage
cut.dmg.progress,Damage taken

### Stay on track

# {0} - brace stone character's name
cut.on_track.racer.intro.1,I made a bet with {0}, he said there's no way you can finish the race without ever going off-track. I'll lose a fair amount of cash if you do, so please drive very carefully!

# {0} - some racer name
cut.on_track.gov.intro.1,I made a bet with {0}, he says you can't stay on track, I tend to agree, but what the hell, I'm feeling lucky today, so I bet half a mil on your ass. Don't you dare let me down!
# {0} - Clowns
cut.on_track.gov.intro.2,Our gardeners work hard all day planting flowers, and you {0} keep ruining them! Stay on track this time!

cut.on_track.descr,Don't go off-road for more than {0} seconds at a time
cut.on_track.tip,Take it slow on the corners, and it will be fine!

### Be a pedestrian 

cut.ped.req.1,Oh, and while you're strolling on foot, take one nice close-up car photo for me.
# {0} - a number
cut.ped.req.2,Oh, and while you're strolling on foot, take {0} nice close-up car photos for me.

# {0} - clown, {1} - vegan olive oil, {2} - fool
cut.ped.racer.intro.1,Guess what {0}. I finally figured out who took a dump through my sunroof, and now it's time to pay. I've poured {1} into your gas tank, so you might need to flush your system. Too bad you won't make it to this race, {2}!

# {0} - vegan olive oil
cut.ped.gov.intro.1,Don't get mad at me for this, but here's the deal. We were filming an adult entertainment movie, and the car you've prepared for this stage had just enough room for 5 people and a camera man. They also made a mess with {0}, but don't you worry, we will clean it up afterwards!
cut.ped.gov.intro.2,So, you thought you could take down the big guy, huh? Think again. You're going to be a pedestrian for the next few days, and we're taking your car as well. You better remember this next time!
# {0} - clown
cut.ped.gov.intro.3,Thought you could get away with that stunt of yours, little {0}? Your car is going to be staying with us for the next few races. Do it again and you're gonna regret it!
# {0} - clown
cut.ped.stay_alive.1,And try to stay alive, {0}.
# {0} - clown
cut.ped.stay_alive.2,And try not to die, {0}.

cut.ped.descr,Participate in the race as a pedestrian
cut.ped.tip,Don't stand too close to the track!

# {0} - a number
cut.ped.descr1,Take one close-up car photo
cut.ped.descr2,Take {0} close-up car photos
cut.ped.progress1,Photo taken
# {0} - a number
cut.ped.progress2,{0} car photos taken

### Your car stolen 

cut.stolen.racer.intro.1,Listen, man, I've got bad news for you. Some clown just stole your car, I saw him drive away. I hope you were insured. You'll also have to walk on foot in the next race.

cut.stolen.gov.intro.1,Have you ever played a century old game called Grand Theft Auto? Well, someone just literally played it with your car, so looks like you'll have to go on foot. Sucks to be you if you had no insurance.

cut.stolen.stay_alive.1,And try to stay alive
cut.stolen.stay_alive.2,And try not to die

cut.stolen.descr,Your car was stolen
cut.stolen.tip,Better start saving money for a new car

### Locked camera

# {0} - "do not change camera settings!"
cut.cam.req.1,Whatever you do, {0}.
cut.cam.req.2,Come hell or high water, {0}.
cut.cam.req.3,Whatever happens, {0}.
cut.cam.req.4,If you have enough guts, {0}.
cut.cam.req.5,Here's a vomit bag, {0}.
cut.cam.req.6,Open your window if you want to barf, but {0}.
cut.cam.req.end,do not change camera settings!

cut.cam.racer.intro.1,Here's a new fun challenge for you. I'll reconfigure your vision drone the way you won't like it.
# {0} - clown
cut.cam.racer.intro.2,I couldn't sleep last night, so I messed with your vision drone. Why? Because your are {0}, that's why!
# {0} - clown
cut.cam.racer.intro.3,I want to challenge you to play a game with me! I tweaked our vision drones to be in an uncomfortable position. The first one to give up is a {0}!

# {0} - clown
cut.cam.gov.intro.1,Wait a moment, you {0}. Our viewers are complaining about your vision drone settings. I have adjusted them the way they want it, ok?
# {0} - damn, {1} - clowns
cut.cam.gov.intro.2,{0}! I am so irritated because you keep changing that vision drone settings. Can't you just keep them steady, like all the other {1} do?
cut.cam.gov.intro.3,Ladies and gentlemen, prepare your barf bags. Vision drone broke down, and until it's fixed, our technicians begged to stay away from changing any of it's settings.

cut.cam.descr,Complete the race without changing camera settings
cut.cam.tip,If penalty seems less painful than driving with current camera settings, just change it!

cut.cam.shortdescr,Don't change camera settings

### Distribute Spam

# {0} - a number
cut.spam.req,Print at least {0} batches of flyers

cut.spam.racer.intro.1,Psssst... Listen, I have a favor to ask, we are organizing a secret underground movement against SOFACT. We want as many people as possible to join our movement. If you could help out spread the word, it would mean a world to us!

# {0} - vegan olive oil
cut.spam.gov.intro.1,We want to spread some new propoganda about health benefits of {0}. We went ahead and attached a printer on top of your car. Now go use it.
# {0} - bacon burgers
cut.spam.gov.intro.2,We faked the results of some research study about {0}, and we want everyone to read it. We went ahead and welded a printer on top of your car. Keep using it throughout your next race.

# Do not modify {Action.Fire}
cut.spam.tip,Keep pressing {Action.Fire} to print those flyers

cut.spam.descr,Distribute {0} baches of flyers
cut.spam.prog,Batches of flyers distributed

### Weaponize

cut.weaponize.req,We've given everyone a weapon. This is going to get crazy, I love it!

cut.weaponize.gov.intro.1,Viewers of Bloody Rally Show are quite bored recently, so we are going to spice things up a bit.
# {0} - clowns
cut.weaponize.gov.intro.2,I see most of you {0} got brand new paint jobs. Let's hope they stay this way after next race.

cut.weaponize.descr,Complete the race with weaponized cars
cut.weaponize.tip,Be thankful you're not a pedestrian right now

### Campaign Win (Freedom)

# {0} - racer name
cut.freedom.1,Hey {0}, congratulations on earning your freedom! I'm sad to see you go though. Are you sure you don't want to stay for one more season?
# {0} - car model name
cut.freedom.2,Thanks, but I'm tired as hell. Need to wash the blood off my {0}.
# {0} - he or she, depending on player gender (see term.he / term.she)
cut.freedom.3,*Walks away into the sunset, knowing that some day {0} will return to go through this hell again...*
# When player has no car, he will say he has to clean the blood off his shoes
cut.freedom.shoes,shoes

### Campaign Season Finished

# {0} - player name
cut.season.alive1.1,{0}, how the hell did you pull this off? We have to finish the season early because of you!
# {0} - clowns
cut.season.alive1.2,What can I say, they were a bunch of {0}.
cut.season.alive1.3,I have to admit I always liked you. We need people like you here in SOFACT. When you're done with your racing career, I might offer you a job.
cut.season.alive1.4,I'm flattered, but I want to go back to burning rubber now. Till next time! And find me more worthy opponents next time, will ya?

cut.season.1,Season is over, folks! Time for everyone to go home.
cut.season.cheer.1,Finally!
cut.season.cheer.2,Woo-hoo!
cut.season.cheer.3,Yes!
cut.season.cheer.4,OMG, at last!
cut.season.cheer.5,Best day of my life!
cut.season.cheer.6,I am so happy!
cut.season.cheer.7,Hurray!
cut.season.cheer.8,YEEEEEES!
cut.season.cheer.9,Yippee!
# {0} clowns {1} - fools
cut.season.2,Home? Home! You {0} won't get out of here alive! Next season starts tomorrow, I expect you all have your rust buckets polished and lined up for the race. Home... Hahahah. {1}...

### Campaign Fail 

cut.fail.boo.1,Boo
cut.fail.boo.2,Loser!
cut.fail.boo.3,Who is it?
cut.fail.boo.4,Too bad
cut.fail.boo.5,Boooo!
cut.fail.boo.6,Lame!
cut.fail.boo.7,Who could that be?

cut.fail.cry.1,Nooooo!
cut.fail.cry.2,Why!
cut.fail.cry.3,The pain...
cut.fail.cry.4,I liked you so much...
cut.fail.cry.5,We will miss you!
cut.fail.cry.6,Such a shame.
cut.fail.cry.7,I can't believe it...

cut.fail.1,Season is over, folks! And we have a celebrity here, who didn't even make it into Top 3, so we will be freezing that {0} back to cryo-sleep!
cut.fail.2,It's me. I'm so sorry...
# {0} - racer name, {1} - clowns, {2} - bacon burger {3} - vegan olive oil
cut.fail.3,OK, Enough drama! {0}, security will escort you to the freezer! And for the rest of you {1}, get the hell outta here, before I stuff your helmets with {2} and smear their visors with {3}!

#######################################
### Dialogs and in-game messages

# Please check that you are using same terms as main_menu.btn.settings / settings.gameplay, etc
dial.discord_post_permission,Can we post your scores in Bloody Rally Show Discord?<br>Steam nickname, track time and attempt count will be shown.<br>Change your choice any time in "Settings" > "Gameplay" > "Post to Discord"
dial.time_attack_car_locked,The selected car is locked, please unlock it by leveling up your racer in Campaign first!
dial.camp.corrupted_save_files,Found corrupted campaign save files: {0}
dial.camp.load_fail,Failed to load save state: {0}<br>{1}
dial.camp.not_enough_cash,You do not have enough cash!

# {0} - clowns
dial.camp.lucky1.1,Hey {0}, I'm feeling generous today!
# {0} - clowns
dial.camp.lucky1.2,I see some of you are as broke as those {0} who risk their lives trying to take the photos.
# {0} - clowns
dial.camp.lucky1.3,Hey you, {0}, stand in a line! Eenie meenie miney mo...
# {0} - friggin (adjective)
dial.camp.lucky1.4,What a nice day! Thanks to one of you, a {0} journalist that was writing nonsense about SOFACT was just carried away in a stretcher!
# {0} - clowns
dial.camp.lucky1.5,Damn pockets are full of cash, I have nowhere to put it. Might as well give some to you {0}...
# {0} - beef bacon burger, {1} - clowns
dial.camp.lucky1.6,You know, I own a {0} business, right? One of you {1} took out the CEO of my main competitor in the last race!
# {0} - clowns, {1} - vegan olive oil
dial.camp.lucky1.7,I played a prank on one of you {0}. I rubbed {1} all over your seat, and you didn't even notice! Haha, hilarious! I'll make up for it though.

# in this block {0} is always racer name ${1} is cash amount
dial.camp.lucky2.1,The lucky winner is... {0}! Congrats, you get ${1}!
dial.camp.lucky2.2,{0}, come over here! I'll give you ${1}. Don't think it's free, it's in exchange for some future errands.
dial.camp.lucky2.3,{0}! Here's ${1}! Go buy something nice.
dial.camp.lucky2.4,{0}! Here's ${1}! Now beat it.
dial.camp.lucky2.5,{0}, take ${1}. Thank you for your service!
dial.camp.lucky2.6,I choose {0} to be the winner of this glorious ${1} cash prize. Don't spend it all in one place!
dial.camp.lucky2.7,{0}... I don't like you, but hey, take this ${1}. In return I'll ask you to do some favors. Nothing shady, I wouldn't!

# {0} - name, ${1} - cash amount
dial.camp.resurrected,Racer {0} was brought back to life by field medics for ${1}
dial.camp.resurrect_no_cash,Racer {0} didn't have enough cash to cover medical expenses. R.I.P."
# {0} - clowns
dial.camp.all_broke,How did you {0} manage to go broke all at once. Show must go on, SOFACT will give each of you losers $20000. Go buy something nice.
# {0} - name, {1} - clown
dial.camp.early_win,Wow, {0}, you eliminated everyone! We will have to end this season early. Congrats, you twisted {1}, you have won!
dial.camp.on_camp_fail,I'm sorry to say this, but you have to be in Top 3 to continue the campaign. And since you don't seem to have ${0} to repay your debt, it's GAME OVER for you, my friend.
dial.camp.congrats_free_man,Congratulations! You are now a free man!
dial.camp.freedom_not_enough_cash,I'm sorry, you're short on cash! Go to next season and earn some more!
dial.camp.exit_confirm,Are you sure you want to exit this Campaign? Progress will be saved.
dial.camp.card.no_regen,You cannot regenerate a stage that is already completed!
# {0} - some track name. keep the quotes 
dial.camp.card.saved_already,Track "{0}" already exists in your collection. Do you want to replace it?
dial.camp.card.saved,Track "{0}" was added to your collection!
dial.camp.card.no_walk_completed,You cannot walk on foot in a completed stage!
dial.camp.card.no_walk_special,You cannot walk on foot in the special stage!
# {0} - name
dial.camp.card.go_ped_confirm,Hold your horses, {0}, you don't have a car! Are you sure you want to enter the race as a Pedestrian?
# {0} - list of names (john, smith, peter)
dial.camp.card.some_peds_confirm,Some Racers don't have a car! ({0}). They will enter the race as Pedestrians. Is this ok?
dial.camp.card.some_peds,Some racers cannot afford stage fee. They will enter race as pedestrians: {0}

dial.paint.no_1k,You don't have $1000!

dial.upgrade.not_in_time_attack,Tuning cannot be changed in Time Attack mode
dial.upgrade.week_over,Cannot upgrade the car right now, this week is over! Mechanics are already on the move.
dial.upgrade.already_done,Mechanics are still working on your previous upgrade! Come back after completing the next stage.
dial.upgrade.no_cash,You can't afford this upgrade!

dial.camp.load_finished,Are you sure you want to continue this campaign? It is already finished!
dial.camp.delete_confirm, Are you sure you want to delete this campaign?
dial.camp.name_required,You have to enter campaign name!
dial.camp.name_taken,There is already a campaign with this name!

dial.camp.gratitudes.1,Thank you!
dial.camp.gratitudes.2,Whoa! You are the best!
dial.camp.gratitudes.3,OMG! Thanks!
dial.camp.gratitudes.4,Thanks!!
dial.camp.gratitudes.5,I owe you!
dial.camp.gratitudes.6,You are the greatest!
dial.camp.gratitudes.7,I will not forget this
dial.camp.gratitudes.8,What did I do to deserve this?
dial.camp.gratitudes.9,I'm forever in your debt!
dial.camp.gratitudes.10,Cool! I appreciate that!
dial.camp.gratitudes.11,Nice!

dial.camp.no_cash.1,Dude, your pockets are empty!
dial.camp.no_cash.2,Nice try, you can't afford it!
dial.camp.no_cash.3,Are you mocking me? Look at your wallet!
dial.camp.no_cash.4,Duh. You're short on cash!
dial.camp.no_cash.5,You don't have enough yourself...
dial.camp.no_cash.6,I don't want to bankrupt you, sorry
dial.camp.no_cash.7,You haven't got enough!

dial.race.missing_bindings,Hey, looks like Player {0} ({1}) is missing some controller bindings! Go to Settings > Input and review Race controls to fix this!
dial.race.missing_bindings_ped,Hey, looks like Player {0} ({1}) is missing some key bindings! Go to Settings > Input and review Pedestrian controls to fix this!
# {0} - clown
dial.race.ped_death,We need medics over here! Some {0} got wasted! Let's hope he has enough cash to pay the medical bills!

dial.ed.no_cars,You don't have any cars yet! Create a new car and save it first.
dial.ed.name_the_car,Name the new car
dial.ed.car_name,Car Name

dial.ed.car_sprites_missing,Some required sprites are missing! Please refer to Car Modding Guide and create these files: {0}.
dial.ed.car_sprites_deleted,You cannot just delete car sprite files! Missing required files were replaced by transparent 1x1 pixel: {0}.
dial.ed.remove_car_name_colon,Please remove ":" from car model name!
dial.ed.car_name_taken,Model name "{0}" is already taken!
dial.ed.car_too_fast,SOFACT Regulations do not allow cars to exceed Speed Index of {0} prior to tuning! This car has Speed Index of {1}. Reduce something in Parameters first!
dial.ed.car_close_confirm,Are you sure you want to close the car? Any unsaved changes will be lost
dial.ed.car_delete_confirm,Are you sure you want to delete this car: {0}?
dial.ed.delete_error_no_dir,Could not delete car, directory not found:<br>{0}
dial.ed.delete_error_file_open,Could not delete car directory. Close all open files and try deleting manually.<br>{0}
dial.ed.save_car_once,Please save the car at least once before editing sprites
dial.ed.save_before_reload,You can only reload the car after it was saved!
dial.ed.no_steam_share_car_err,There is no connection to Steam. Cannot share the car!
dial.ed.car_share_no_desc,Please fill in the Description before uploading to Steam Workshop!
dial.ed.car_save_first,Please save the car first!
dial.ed.car_share_err_sprites_missing,Car cannot be shared, required sprites are missing:<br>{0}
